instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr,time_of_day
13017,2012-07-01,3,1,7,0,0,0,1,0.92,0.8333,0.33,0.2537,111,309,420,13,Siang
13018,2012-07-01,3,1,7,0,0,0,1,0.92,0.8333,0.33,0.2537,98,346,444,14,Siang
13019,2012-07-01,3,1,7,0,0,0,1,0.9,0.8182,0.37,0.2836,101,244,345,15,Siang
13020,2012-07-01,3,1,7,0,0,0,1,0.92,0.8333,0.33,0.2985,85,228,313,16,Sore
13021,2012-07-01,3,1,7,0,0,0,1,0.92,0.803,0.26,0.2985,90,323,413,17,Sore
13022,2012-07-01,3,1,7,0,0,0,1,0.88,0.7727,0.32,0.3582,95,275,370,18,Sore
13023,2012-07-01,3,1,7,0,0,0,1,0.84,0.7424,0.39,0.1343,103,279,382,19,Malam
13024,2012-07-01,3,1,7,0,0,0,1,0.84,0.7424,0.39,0.1343,88,244,332,20,Malam
13025,2012-07-01,3,1,7,0,0,0,1,0.84,0.7424,0.39,0.1343,77,181,258,21,Malam
13026,2012-07-01,3,1,7,0,0,0,1,0.82,0.7424,0.43,0.1343,41,110,151,22,Malam
13027,2012-07-01,3,1,7,0,0,0,3,0.78,0.7121,0.52,0.1642,22,88,110,23,Malam
13028,2012-07-02,3,1,7,0,1,1,2,0.76,0.7121,0.58,0.2239,12,31,43,0,Malam
13029,2012-07-02,3,1,7,0,1,1,2,0.76,0.7121,0.58,0.194,3,14,17,1,Malam
13030,2012-07-02,3,1,7,0,1,1,2,0.74,0.6667,0.51,0.2537,1,14,15,2,Malam
13031,2012-07-02,3,1,7,0,1,1,2,0.72,0.6667,0.54,0.4179,0,5,5,3,Malam
13032,2012-07-02,3,1,7,0,1,1,2,0.72,0.6667,0.54,0.2985,2,10,12,4,Malam
13033,2012-07-02,3,1,7,0,1,1,2,0.72,0.6667,0.51,0.0,3,37,40,5,Malam
13034,2012-07-02,3,1,7,0,1,1,1,0.7,0.6515,0.58,0.1045,4,132,136,6,Pagi
13035,2012-07-02,3,1,7,0,1,1,1,0.74,0.6667,0.51,0.1045,8,390,398,7,Pagi
13036,2012-07-02,3,1,7,0,1,1,1,0.76,0.697,0.52,0.194,20,548,568,8,Pagi
13037,2012-07-02,3,1,7,0,1,1,1,0.78,0.697,0.46,0.2537,56,239,295,9,Pagi
13038,2012-07-02,3,1,7,0,1,1,1,0.8,0.7273,0.43,0.2537,70,104,174,10,Pagi
13039,2012-07-02,3,1,7,0,1,1,1,0.84,0.7273,0.28,0.2985,67,134,201,11,Pagi
13040,2012-07-02,3,1,7,0,1,1,1,0.84,0.7273,0.32,0.194,74,183,257,12,Siang
13041,2012-07-02,3,1,7,0,1,1,1,0.86,0.7576,0.34,0.2239,74,162,236,13,Siang
13042,2012-07-02,3,1,7,0,1,1,1,0.86,0.7576,0.34,0.2239,79,151,230,14,Siang
13043,2012-07-02,3,1,7,0,1,1,1,0.84,0.7424,0.36,0.194,59,175,234,15,Siang
13044,2012-07-02,3,1,7,0,1,1,1,0.84,0.7424,0.36,0.2836,61,304,365,16,Sore
13045,2012-07-02,3,1,7,0,1,1,1,0.84,0.7273,0.32,0.1343,82,665,747,17,Sore
13046,2012-07-02,3,1,7,0,1,1,1,0.84,0.7273,0.32,0.1642,72,658,730,18,Sore
13047,2012-07-02,3,1,7,0,1,1,1,0.78,0.697,0.43,0.1343,71,510,581,19,Malam
13048,2012-07-02,3,1,7,0,1,1,1,0.78,0.697,0.43,0.1343,38,357,395,20,Malam
13049,2012-07-02,3,1,7,0,1,1,1,0.76,0.6818,0.45,0.1343,17,241,258,21,Malam
13050,2012-07-02,3,1,7,0,1,1,1,0.74,0.6667,0.51,0.1642,19,169,188,22,Malam
13051,2012-07-02,3,1,7,0,1,1,1,0.74,0.6667,0.51,0.1045,12,90,102,23,Malam
13052,2012-07-03,3,1,7,0,2,1,1,0.72,0.6667,0.54,0.0,9,44,53,0,Malam
13053,2012-07-03,3,1,7,0,2,1,1,0.72,0.6667,0.58,0.0,5,9,14,1,Malam
13054,2012-07-03,3,1,7,0,2,1,1,0.72,0.6667,0.58,0.0,2,8,10,2,Malam
13055,2012-07-03,3,1,7,0,2,1,1,0.7,0.6515,0.65,0.1343,0,2,2,3,Malam
13056,2012-07-03,3,1,7,0,2,1,1,0.68,0.6364,0.65,0.1045,0,6,6,4,Malam
13057,2012-07-03,3,1,7,0,2,1,1,0.7,0.6515,0.61,0.0,2,33,35,5,Malam
13058,2012-07-03,3,1,7,0,2,1,1,0.7,0.6515,0.65,0.1343,5,149,154,6,Pagi
13059,2012-07-03,3,1,7,0,2,1,1,0.74,0.6818,0.58,0.0,21,462,483,7,Pagi
13060,2012-07-03,3,1,7,0,2,1,1,0.74,0.6818,0.62,0.0896,42,604,646,8,Pagi
13061,2012-07-03,3,1,7,0,2,1,1,0.8,0.7424,0.49,0.1642,46,226,272,9,Pagi
13062,2012-07-03,3,1,7,0,2,1,1,0.82,0.7424,0.43,0.2239,56,153,209,10,Pagi
13063,2012-07-03,3,1,7,0,2,1,1,0.86,0.7576,0.34,0.194,66,151,217,11,Pagi
13064,2012-07-03,3,1,7,0,2,1,1,0.88,0.7576,0.28,0.194,74,198,272,12,Siang
13065,2012-07-03,3,1,7,0,2,1,1,0.9,0.7727,0.25,0.1343,80,203,283,13,Siang
13066,2012-07-03,3,1,7,0,2,1,1,0.9,0.7727,0.25,0.194,69,241,310,14,Siang
13067,2012-07-03,3,1,7,0,2,1,2,0.9,0.7727,0.24,0.0,71,330,401,15,Siang
13068,2012-07-03,3,1,7,0,2,1,2,0.9,0.7727,0.24,0.194,90,437,527,16,Sore
13069,2012-07-03,3,1,7,0,2,1,2,0.86,0.7424,0.3,0.1642,102,620,722,17,Sore
13070,2012-07-03,3,1,7,0,2,1,2,0.86,0.7424,0.3,0.0,85,542,627,18,Sore
13071,2012-07-03,3,1,7,0,2,1,2,0.84,0.7424,0.36,0.1343,66,431,497,19,Malam
13072,2012-07-03,3,1,7,0,2,1,3,0.76,0.697,0.55,0.4925,80,296,376,20,Malam
13073,2012-07-03,3,1,7,0,2,1,2,0.7,0.6515,0.7,0.2836,36,160,196,21,Malam
13074,2012-07-03,3,1,7,0,2,1,1,0.68,0.6364,0.79,0.194,26,151,177,22,Malam
13075,2012-07-03,3,1,7,0,2,1,1,0.66,0.6061,0.83,0.0,19,152,171,23,Malam
13076,2012-07-04,3,1,7,1,3,0,1,0.68,0.6364,0.79,0.0896,19,140,159,0,Malam
13077,2012-07-04,3,1,7,1,3,0,1,0.68,0.6364,0.74,0.0,27,96,123,1,Malam
13078,2012-07-04,3,1,7,1,3,0,1,0.66,0.6061,0.83,0.1343,27,66,93,2,Malam
13079,2012-07-04,3,1,7,1,3,0,1,0.68,0.6364,0.74,0.194,9,23,32,3,Malam
13080,2012-07-04,3,1,7,1,3,0,1,0.68,0.6364,0.69,0.2537,5,11,16,4,Malam
13081,2012-07-04,3,1,7,1,3,0,1,0.66,0.6212,0.69,0.0,5,14,19,5,Malam
13082,2012-07-04,3,1,7,1,3,0,1,0.66,0.6212,0.69,0.0,9,23,32,6,Pagi
13083,2012-07-04,3,1,7,1,3,0,1,0.68,0.6364,0.65,0.0,10,62,72,7,Pagi
13084,2012-07-04,3,1,7,1,3,0,1,0.7,0.6515,0.61,0.1045,43,110,153,8,Pagi
13085,2012-07-04,3,1,7,1,3,0,1,0.76,0.697,0.52,0.0,90,203,293,9,Pagi
13086,2012-07-04,3,1,7,1,3,0,1,0.8,0.7273,0.46,0.0,143,304,447,10,Pagi
13087,2012-07-04,3,1,7,1,3,0,1,0.82,0.7576,0.46,0.1343,164,321,485,11,Pagi
13088,2012-07-04,3,1,7,1,3,0,1,0.86,0.7879,0.41,0.2239,164,330,494,12,Siang
13089,2012-07-04,3,1,7,1,3,0,1,0.9,0.8182,0.35,0.0,177,322,499,13,Siang
13090,2012-07-04,3,1,7,1,3,0,1,0.9,0.8182,0.37,0.1642,190,357,547,14,Siang
13091,2012-07-04,3,1,7,1,3,0,1,0.92,0.8485,0.35,0.2985,155,299,454,15,Siang
13092,2012-07-04,3,1,7,1,3,0,1,0.92,0.8485,0.35,0.2537,163,226,389,16,Sore
13093,2012-07-04,3,1,7,1,3,0,1,0.92,0.8485,0.35,0.2985,161,253,414,17,Sore
13094,2012-07-04,3,1,7,1,3,0,1,0.9,0.8485,0.42,0.194,159,271,430,18,Sore
13095,2012-07-04,3,1,7,1,3,0,1,0.86,0.803,0.47,0.2239,177,255,432,19,Malam
13096,2012-07-04,3,1,7,1,3,0,1,0.86,0.803,0.47,0.2239,237,314,551,20,Malam
13097,2012-07-04,3,1,7,1,3,0,1,0.84,0.803,0.53,0.1343,222,362,584,21,Malam
13098,2012-07-04,3,1,7,1,3,0,1,0.82,0.7879,0.56,0.2239,175,327,502,22,Malam
13099,2012-07-04,3,1,7,1,3,0,2,0.78,0.697,0.43,0.0896,31,152,183,23,Malam
13100,2012-07-05,3,1,7,0,4,1,1,0.74,0.6667,0.51,0.1045,17,71,88,0,Malam
13101,2012-07-05,3,1,7,0,4,1,1,0.74,0.6667,0.51,0.2836,6,24,30,1,Malam
13102,2012-07-05,3,1,7,0,4,1,1,0.74,0.6667,0.51,0.0,4,14,18,2,Malam
13103,2012-07-05,3,1,7,0,4,1,1,0.72,0.6667,0.54,0.194,2,5,7,3,Malam
13104,2012-07-05,3,1,7,0,4,1,1,0.72,0.6667,0.58,0.0,0,7,7,4,Malam
13105,2012-07-05,3,1,7,0,4,1,1,0.72,0.6818,0.62,0.0,1,28,29,5,Malam
13106,2012-07-05,3,1,7,0,4,1,1,0.72,0.6667,0.58,0.0,3,130,133,6,Pagi
13107,2012-07-05,3,1,7,0,4,1,1,0.76,0.697,0.55,0.0,27,316,343,7,Pagi
13108,2012-07-05,3,1,7,0,4,1,1,0.8,0.7424,0.49,0.1343,36,514,550,8,Pagi
13109,2012-07-05,3,1,7,0,4,1,1,0.84,0.7879,0.49,0.2985,47,246,293,9,Pagi
13110,2012-07-05,3,1,7,0,4,1,1,0.86,0.7879,0.44,0.3582,69,117,186,10,Pagi
13111,2012-07-05,3,1,7,0,4,1,1,0.9,0.8182,0.35,0.2985,107,137,244,11,Pagi
13112,2012-07-05,3,1,7,0,4,1,1,0.9,0.8182,0.35,0.3582,88,188,276,12,Siang
13113,2012-07-05,3,1,7,0,4,1,1,0.92,0.8333,0.33,0.2239,129,181,310,13,Siang
13114,2012-07-05,3,1,7,0,4,1,1,0.92,0.8333,0.33,0.3284,87,154,241,14,Siang
13115,2012-07-05,3,1,7,0,4,1,1,0.92,0.8333,0.33,0.3582,71,183,254,15,Siang
13116,2012-07-05,3,1,7,0,4,1,1,0.92,0.8333,0.33,0.2537,109,324,433,16,Sore
13117,2012-07-05,3,1,7,0,4,1,1,0.92,0.8485,0.35,0.1642,114,575,689,17,Sore
13118,2012-07-05,3,1,7,0,4,1,2,0.9,0.8333,0.39,0.3284,96,511,607,18,Sore
13119,2012-07-05,3,1,7,0,4,1,2,0.88,0.803,0.39,0.2537,128,375,503,19,Malam
13120,2012-07-05,3,1,7,0,4,1,2,0.86,0.7879,0.41,0.2239,78,243,321,20,Malam
13121,2012-07-05,3,1,7,0,4,1,1,0.84,0.7727,0.47,0.194,91,232,323,21,Malam
13122,2012-07-05,3,1,7,0,4,1,1,0.82,0.803,0.59,0.1343,63,162,225,22,Malam
13123,2012-07-05,3,1,7,0,4,1,1,0.8,0.7576,0.55,0.1642,32,99,131,23,Malam
13124,2012-07-06,3,1,7,0,5,1,1,0.78,0.7424,0.62,0.1343,39,63,102,0,Malam
13125,2012-07-06,3,1,7,0,5,1,1,0.78,0.7273,0.55,0.2239,7,22,29,1,Malam
13126,2012-07-06,3,1,7,0,5,1,1,0.76,0.7121,0.62,0.1343,4,13,17,2,Malam
13127,2012-07-06,3,1,7,0,5,1,2,0.74,0.697,0.7,0.194,1,6,7,3,Malam
13128,2012-07-06,3,1,7,0,5,1,1,0.74,0.697,0.66,0.2239,2,4,6,4,Malam
13129,2012-07-06,3,1,7,0,5,1,1,0.74,0.697,0.66,0.194,4,31,35,5,Malam
13130,2012-07-06,3,1,7,0,5,1,1,0.74,0.697,0.66,0.194,4,127,131,6,Pagi
13131,2012-07-06,3,1,7,0,5,1,1,0.78,0.697,0.46,0.1343,20,333,353,7,Pagi
13132,2012-07-06,3,1,7,0,5,1,1,0.8,0.7121,0.41,0.1642,28,557,585,8,Pagi
13133,2012-07-06,3,1,7,0,5,1,1,0.82,0.7273,0.36,0.1343,55,249,304,9,Pagi
13134,2012-07-06,3,1,7,0,5,1,1,0.86,0.7424,0.3,0.0,80,130,210,10,Pagi
13135,2012-07-06,3,1,7,0,5,1,1,0.84,0.7273,0.32,0.0896,92,141,233,11,Pagi
13136,2012-07-06,3,1,7,0,5,1,1,0.88,0.7576,0.28,0.1045,111,220,331,12,Siang
13137,2012-07-06,3,1,7,0,5,1,1,0.9,0.7879,0.27,0.1045,99,194,293,13,Siang
13138,2012-07-06,3,1,7,0,5,1,1,0.9,0.803,0.31,0.1642,91,184,275,14,Siang
13139,2012-07-06,3,1,7,0,5,1,1,0.92,0.8182,0.29,0.194,79,206,285,15,Siang
13140,2012-07-06,3,1,7,0,5,1,1,0.92,0.8182,0.29,0.1045,69,300,369,16,Sore
13141,2012-07-06,3,1,7,0,5,1,1,0.92,0.8182,0.29,0.0,90,486,576,17,Sore
13142,2012-07-06,3,1,7,0,5,1,1,0.9,0.803,0.33,0.2537,106,454,560,18,Sore
13143,2012-07-06,3,1,7,0,5,1,1,0.88,0.7879,0.35,0.2239,112,306,418,19,Malam
13144,2012-07-06,3,1,7,0,5,1,1,0.86,0.7727,0.39,0.1045,91,245,336,20,Malam
13145,2012-07-06,3,1,7,0,5,1,1,0.82,0.7727,0.52,0.1343,77,223,300,21,Malam
13146,2012-07-06,3,1,7,0,5,1,1,0.8,0.7576,0.55,0.194,78,210,288,22,Malam
13147,2012-07-06,3,1,7,0,5,1,1,0.8,0.7879,0.63,0.1045,27,137,164,23,Malam
13148,2012-07-07,3,1,7,0,6,0,1,0.78,0.7576,0.66,0.1343,35,115,150,0,Malam
13149,2012-07-07,3,1,7,0,6,0,1,0.76,0.7273,0.7,0.1642,16,55,71,1,Malam
13150,2012-07-07,3,1,7,0,6,0,1,0.76,0.7424,0.72,0.1642,11,47,58,2,Malam
13151,2012-07-07,3,1,7,0,6,0,1,0.74,0.7121,0.74,0.1343,12,19,31,3,Malam
13152,2012-07-07,3,1,7,0,6,0,1,0.74,0.7121,0.74,0.1642,3,13,16,4,Malam
13153,2012-07-07,3,1,7,0,6,0,1,0.74,0.7121,0.74,0.194,2,12,14,5,Malam
13154,2012-07-07,3,1,7,0,6,0,1,0.74,0.7121,0.74,0.1045,4,27,31,6,Pagi
13155,2012-07-07,3,1,7,0,6,0,1,0.78,0.7576,0.66,0.1045,8,63,71,7,Pagi
13156,2012-07-07,3,1,7,0,6,0,1,0.82,0.8333,0.63,0.194,32,120,152,8,Pagi
13157,2012-07-07,3,1,7,0,6,0,1,0.84,0.8333,0.59,0.1642,69,187,256,9,Pagi
13158,2012-07-07,3,1,7,0,6,0,1,0.92,0.8636,0.37,0.2239,100,225,325,10,Pagi
13159,2012-07-07,3,1,7,0,6,0,1,0.94,0.8788,0.38,0.194,122,245,367,11,Pagi
13160,2012-07-07,3,1,7,0,6,0,1,0.96,0.8636,0.31,0.3582,124,218,342,12,Siang
13161,2012-07-07,3,1,7,0,6,0,2,0.96,0.8636,0.31,0.2537,116,244,360,13,Siang
13162,2012-07-07,3,1,7,0,6,0,2,0.96,0.8636,0.3,0.1343,105,203,308,14,Siang
13163,2012-07-07,3,1,7,0,6,0,1,0.96,0.8485,0.26,0.0,113,193,306,15,Siang
13164,2012-07-07,3,1,7,0,6,0,1,1.0,0.8636,0.19,0.1642,102,192,294,16,Sore
13165,2012-07-07,3,1,7,0,6,0,1,0.96,0.8485,0.26,0.1343,103,176,279,17,Sore
13166,2012-07-07,3,1,7,0,6,0,1,0.94,0.8333,0.29,0.0896,83,194,277,18,Sore
13167,2012-07-07,3,1,7,0,6,0,1,0.92,0.8333,0.33,0.1343,68,219,287,19,Malam
13168,2012-07-07,3,1,7,0,6,0,1,0.9,0.8182,0.37,0.1642,79,197,276,20,Malam
13169,2012-07-07,3,1,7,0,6,0,1,0.88,0.7879,0.37,0.194,51,150,201,21,Malam
13170,2012-07-07,3,1,7,0,6,0,1,0.84,0.8333,0.59,0.194,56,164,220,22,Malam
13171,2012-07-07,3,1,7,0,6,0,1,0.84,0.8182,0.56,0.1642,34,114,148,23,Malam
13172,2012-07-08,3,1,7,0,0,0,1,0.82,0.7879,0.56,0.1343,22,125,147,0,Malam
13173,2012-07-08,3,1,7,0,0,0,1,0.82,0.7879,0.56,0.1045,25,99,124,1,Malam
13174,2012-07-08,3,1,7,0,0,0,1,0.82,0.7727,0.52,0.1045,11,59,70,2,Malam
13175,2012-07-08,3,1,7,0,0,0,1,0.8,0.7727,0.59,0.1045,1,34,35,3,Malam
13176,2012-07-08,3,1,7,0,0,0,1,0.78,0.7576,0.66,0.1045,2,11,13,4,Malam
13177,2012-07-08,3,1,7,0,0,0,1,0.78,0.7424,0.62,0.0,1,5,6,5,Malam
13178,2012-07-08,3,1,7,0,0,0,1,0.78,0.7727,0.7,0.1343,5,16,21,6,Pagi
13179,2012-07-08,3,1,7,0,0,0,1,0.8,0.803,0.66,0.0,19,33,52,7,Pagi
13180,2012-07-08,3,1,7,0,0,0,1,0.84,0.803,0.53,0.1343,35,95,130,8,Pagi
13181,2012-07-08,3,1,7,0,0,0,1,0.86,0.8182,0.5,0.1045,70,172,242,9,Pagi
13182,2012-07-08,3,1,7,0,0,0,1,0.9,0.8636,0.45,0.0,85,234,319,10,Pagi
13183,2012-07-08,3,1,7,0,0,0,1,0.92,0.8939,0.42,0.2985,120,269,389,11,Pagi
13184,2012-07-08,3,1,7,0,0,0,1,0.92,0.8939,0.42,0.194,105,271,376,12,Siang
13185,2012-07-08,3,1,7,0,0,0,1,0.94,0.8788,0.38,0.2537,118,219,337,13,Siang
13186,2012-07-08,3,1,7,0,0,0,1,0.96,0.9091,0.36,0.1642,77,235,312,14,Siang
13187,2012-07-08,3,1,7,0,0,0,3,0.92,0.8939,0.42,0.2836,80,218,298,15,Siang
13188,2012-07-08,3,1,7,0,0,0,2,0.8,0.803,0.66,0.2239,65,226,291,16,Sore
13189,2012-07-08,3,1,7,0,0,0,1,0.78,0.7424,0.59,0.0,68,202,270,17,Sore
13190,2012-07-08,3,1,7,0,0,0,1,0.78,0.7424,0.62,0.1045,54,199,253,18,Sore
13191,2012-07-08,3,1,7,0,0,0,1,0.78,0.7424,0.62,0.1642,66,184,250,19,Malam
13192,2012-07-08,3,1,7,0,0,0,1,0.76,0.7273,0.7,0.0896,79,206,285,20,Malam
13193,2012-07-08,3,1,7,0,0,0,1,0.76,0.7273,0.7,0.1343,58,149,207,21,Malam
13194,2012-07-08,3,1,7,0,0,0,3,0.74,0.697,0.7,0.0896,12,110,122,22,Malam
13195,2012-07-08,3,1,7,0,0,0,3,0.68,0.6364,0.83,0.0896,25,98,123,23,Malam
13196,2012-07-09,3,1,7,0,1,1,2,0.68,0.6364,0.89,0.0896,6,33,39,0,Malam
13197,2012-07-09,3,1,7,0,1,1,3,0.7,0.6667,0.89,0.1045,5,13,18,1,Malam
13198,2012-07-09,3,1,7,0,1,1,3,0.7,0.6667,0.89,0.194,1,4,5,2,Malam
13199,2012-07-09,3,1,7,0,1,1,3,0.7,0.6667,0.89,0.194,0,5,5,3,Malam
13200,2012-07-09,3,1,7,0,1,1,3,0.66,0.5909,0.89,0.3881,1,1,2,4,Malam
13201,2012-07-09,3,1,7,0,1,1,2,0.66,0.6061,0.83,0.2239,1,27,28,5,Malam
13202,2012-07-09,3,1,7,0,1,1,3,0.64,0.5758,0.89,0.2537,6,86,92,6,Pagi
13203,2012-07-09,3,1,7,0,1,1,3,0.66,0.6061,0.83,0.2239,7,223,230,7,Pagi
13204,2012-07-09,3,1,7,0,1,1,2,0.66,0.6061,0.83,0.1642,26,429,455,8,Pagi
13205,2012-07-09,3,1,7,0,1,1,2,0.66,0.6061,0.83,0.1642,38,325,363,9,Pagi
13206,2012-07-09,3,1,7,0,1,1,2,0.66,0.6061,0.83,0.194,58,117,175,10,Pagi
13207,2012-07-09,3,1,7,0,1,1,2,0.72,0.6818,0.62,0.1343,72,144,216,11,Pagi
13208,2012-07-09,3,1,7,0,1,1,2,0.74,0.6818,0.58,0.1343,61,205,266,12,Siang
13209,2012-07-09,3,1,7,0,1,1,2,0.76,0.697,0.55,0.2537,67,188,255,13,Siang
13210,2012-07-09,3,1,7,0,1,1,2,0.74,0.6818,0.55,0.2537,58,184,242,14,Siang
13211,2012-07-09,3,1,7,0,1,1,2,0.76,0.6818,0.45,0.2239,66,214,280,15,Siang
13212,2012-07-09,3,1,7,0,1,1,1,0.78,0.697,0.4,0.2836,88,325,413,16,Sore
13213,2012-07-09,3,1,7,0,1,1,1,0.78,0.697,0.4,0.1642,108,741,849,17,Sore
13214,2012-07-09,3,1,7,0,1,1,1,0.76,0.6818,0.48,0.1343,82,790,872,18,Sore
13215,2012-07-09,3,1,7,0,1,1,1,0.74,0.6818,0.55,0.1642,88,543,631,19,Malam
13216,2012-07-09,3,1,7,0,1,1,2,0.74,0.6818,0.55,0.1045,69,378,447,20,Malam
13217,2012-07-09,3,1,7,0,1,1,2,0.74,0.6818,0.55,0.0896,33,298,331,21,Malam
13218,2012-07-09,3,1,7,0,1,1,2,0.72,0.6667,0.58,0.1045,35,189,224,22,Malam
13219,2012-07-09,3,1,7,0,1,1,2,0.7,0.6515,0.65,0.1045,22,109,131,23,Malam
13220,2012-07-10,3,1,7,0,2,1,1,0.7,0.6515,0.7,0.0896,16,53,69,0,Malam
13221,2012-07-10,3,1,7,0,2,1,1,0.7,0.6667,0.74,0.1343,0,15,15,1,Malam
13222,2012-07-10,3,1,7,0,2,1,1,0.7,0.6667,0.74,0.1343,1,15,16,2,Malam
13223,2012-07-10,3,1,7,0,2,1,1,0.68,0.6364,0.79,0.0,0,3,3,3,Malam
13224,2012-07-10,3,1,7,0,2,1,1,0.68,0.6364,0.79,0.1343,0,4,4,4,Malam
13225,2012-07-10,3,1,7,0,2,1,1,0.66,0.6061,0.83,0.1343,3,39,42,5,Malam
13226,2012-07-10,3,1,7,0,2,1,2,0.68,0.6364,0.79,0.1045,4,183,187,6,Pagi
13227,2012-07-10,3,1,7,0,2,1,2,0.7,0.6667,0.74,0.1045,31,489,520,7,Pagi
13228,2012-07-10,3,1,7,0,2,1,1,0.72,0.697,0.74,0.1343,34,615,649,8,Pagi
13229,2012-07-10,3,1,7,0,2,1,1,0.74,0.697,0.66,0.1343,47,284,331,9,Pagi
13230,2012-07-10,3,1,7,0,2,1,1,0.76,0.7121,0.62,0.194,56,134,190,10,Pagi
13231,2012-07-10,3,1,7,0,2,1,1,0.8,0.7273,0.46,0.194,92,157,249,11,Pagi
13232,2012-07-10,3,1,7,0,2,1,1,0.8,0.7121,0.41,0.1343,69,203,272,12,Siang
13233,2012-07-10,3,1,7,0,2,1,1,0.82,0.7273,0.38,0.194,77,203,280,13,Siang
13234,2012-07-10,3,1,7,0,2,1,1,0.82,0.7273,0.38,0.1642,71,171,242,14,Siang
13235,2012-07-10,3,1,7,0,2,1,1,0.8,0.7121,0.41,0.2239,77,188,265,15,Siang
13236,2012-07-10,3,1,7,0,2,1,1,0.8,0.7273,0.43,0.2239,89,346,435,16,Sore
13237,2012-07-10,3,1,7,0,2,1,1,0.78,0.7121,0.49,0.194,103,769,872,17,Sore
13238,2012-07-10,3,1,7,0,2,1,3,0.7,0.6667,0.74,0.2239,70,749,819,18,Sore
13239,2012-07-10,3,1,7,0,2,1,3,0.7,0.6667,0.74,0.2239,55,359,414,19,Malam
13240,2012-07-10,3,1,7,0,2,1,3,0.64,0.5758,0.83,0.2239,9,75,84,20,Malam
13241,2012-07-10,3,1,7,0,2,1,3,0.64,0.5758,0.89,0.1045,7,83,90,21,Malam
13242,2012-07-10,3,1,7,0,2,1,2,0.64,0.5758,0.83,0.1343,14,125,139,22,Malam
13243,2012-07-10,3,1,7,0,2,1,2,0.64,0.5758,0.89,0.1045,29,74,103,23,Malam
13244,2012-07-11,3,1,7,0,3,1,2,0.66,0.6061,0.83,0.1343,6,38,44,0,Malam
13245,2012-07-11,3,1,7,0,3,1,1,0.64,0.5758,0.89,0.0,3,11,14,1,Malam
13246,2012-07-11,3,1,7,0,3,1,1,0.64,0.5758,0.89,0.0,0,5,5,2,Malam
13247,2012-07-11,3,1,7,0,3,1,1,0.64,0.5758,0.89,0.1343,0,5,5,3,Malam
13248,2012-07-11,3,1,7,0,3,1,1,0.64,0.5758,0.89,0.1343,1,6,7,4,Malam
13249,2012-07-11,3,1,7,0,3,1,1,0.64,0.5758,0.89,0.0,5,36,41,5,Malam
13250,2012-07-11,3,1,7,0,3,1,1,0.64,0.5758,0.89,0.1343,17,168,185,6,Pagi
13251,2012-07-11,3,1,7,0,3,1,2,0.66,0.6061,0.83,0.1045,26,471,497,7,Pagi
13252,2012-07-11,3,1,7,0,3,1,2,0.68,0.6364,0.79,0.1642,30,644,674,8,Pagi
13253,2012-07-11,3,1,7,0,3,1,2,0.7,0.6667,0.74,0.1343,30,298,328,9,Pagi
13254,2012-07-11,3,1,7,0,3,1,2,0.72,0.6818,0.62,0.1343,47,148,195,10,Pagi
13255,2012-07-11,3,1,7,0,3,1,2,0.76,0.7121,0.58,0.1343,56,173,229,11,Pagi
13256,2012-07-11,3,1,7,0,3,1,2,0.78,0.697,0.43,0.0,69,223,292,12,Siang
13257,2012-07-11,3,1,7,0,3,1,2,0.8,0.7121,0.42,0.1642,65,208,273,13,Siang
13258,2012-07-11,3,1,7,0,3,1,1,0.8,0.7121,0.41,0.2239,66,175,241,14,Siang
13259,2012-07-11,3,1,7,0,3,1,1,0.8,0.7121,0.41,0.2537,56,220,276,15,Siang
13260,2012-07-11,3,1,7,0,3,1,1,0.8,0.7121,0.38,0.194,53,358,411,16,Sore
13261,2012-07-11,3,1,7,0,3,1,1,0.8,0.697,0.31,0.2239,90,740,830,17,Sore
13262,2012-07-11,3,1,7,0,3,1,1,0.78,0.6818,0.38,0.2537,79,735,814,18,Sore
13263,2012-07-11,3,1,7,0,3,1,1,0.74,0.6667,0.48,0.2239,73,560,633,19,Malam
13264,2012-07-11,3,1,7,0,3,1,1,0.74,0.6667,0.51,0.1642,73,410,483,20,Malam
13265,2012-07-11,3,1,7,0,3,1,1,0.72,0.6667,0.58,0.2239,69,322,391,21,Malam
13266,2012-07-11,3,1,7,0,3,1,1,0.72,0.6667,0.58,0.2537,41,203,244,22,Malam
13267,2012-07-11,3,1,7,0,3,1,2,0.7,0.6515,0.58,0.2537,20,132,152,23,Malam
13268,2012-07-12,3,1,7,0,4,1,2,0.68,0.6364,0.61,0.0,1,55,56,0,Malam
13269,2012-07-12,3,1,7,0,4,1,2,0.66,0.6212,0.61,0.0,0,21,21,1,Malam
13270,2012-07-12,3,1,7,0,4,1,2,0.66,0.6212,0.65,0.0896,0,9,9,2,Malam
13271,2012-07-12,3,1,7,0,4,1,1,0.64,0.6061,0.69,0.1045,0,10,10,3,Malam
13272,2012-07-12,3,1,7,0,4,1,1,0.64,0.6061,0.73,0.1045,0,5,5,4,Malam
13273,2012-07-12,3,1,7,0,4,1,1,0.62,0.5909,0.73,0.1045,4,40,44,5,Malam
13274,2012-07-12,3,1,7,0,4,1,1,0.64,0.6061,0.73,0.0896,7,171,178,6,Pagi
